I	J	Score	Match	NoMatch
50	170	4.51302e+09	43660.4	137143
160	90	4.40514e+09	44850.9	106617
110	117	2.18016e+08	4577.66	60186.2
36	206	5.56891e+09	30167.2	201842
110	57	5.84668e+08	14478.8	63404.7
5	167	1.04381e+10	28885.9	268819
110	39	6.09476e+08	3704.08	63990
104	206	9.82366e+09	45119.4	359759
110	45	6.70135e+08	9304.34	70132.1
50	27	5.65816e+08	24675.2	136816
134	185	1.31973e+08	3580.59	83442.3
110	182	2.64696e+09	46279.4	25567.5
156	170	1.84906e+09	24028	341494
110	98	2.11756e+08	19546.8	45451.7
160	2	5.10372e+09	42833.2	140350
110	66	2.31238e+08	13116.6	50100.5
110	55	5.84024e+08	8930.56	56795.4
110	34	5.22051e+08	20841	50560.8
193	3	1.15343e+10	56137.3	475049
207	89	1.67289e+10	29226.2	754147
142	14	7.3078e+09	85001.8	268056
50	64	1.08731e+09	18508.4	136759
110	187	2.32732e+09	11665.1	50801.4
36	147	8.07733e+09	10453.9	217333
110	33	5.90431e+08	18338.8	46579
110	140	2.54539e+09	14074	54197.1
83	158	1.15356e+10	23542.3	401640
134	25	3.6996e+09	15656.9	99240.4
160	3	2.91235e+09	104240	87188.2
110	202	2.06417e+09	23417.4	41185.8
194	146	3.21433e+09	32330.7	250132
110	155	2.39019e+09	12600.6	50872.1
50	94	9.80715e+08	23185	147288
110	201	2.4494e+09	22498.8	55063.7
110	205	2.0815e+09	23524.9	42169.5
78	160	1.07215e+10	52356.7	326306
110	32	6.56672e+08	9503.66	59872.3
128	30	2.72044e+10	60616.8	832684
110	203	2.14839e+09	5045.89	61902.5
160	208	2.52541e+09	26829.4	153454
110	99	1.98655e+08	18208	46824.9
110	59	6.5642e+08	9952.25	57088.1
50	183	5.72077e+09	22370.7	161116
134	15	2.83546e+09	14707	77974.5
36	178	6.88606e+09	2595.83	180946
110	119	2.20928e+08	18763.1	42633.7
110	41	5.79732e+08	4230.03	59974.7
144	29	6.80831e+09	13545.4	176429
110	65	2.23425e+08	21178.2	40927.7
110	173	2.22501e+09	1707.72	57732.9
110	161	2.33491e+09	2173.87	59641.3
162	49	1.81255e+10	48169.2	621661
5	150	9.03019e+09	55822.4	238286
50	137	4.74489e+09	20282.6	147938
110	204	1.94313e+09	21630.7	39727.1
85	7	3.52034e+09	46099.3	377281
160	209	2.59942e+09	32311.1	140091
131	87	2.2565e+10	19751.7	680172
110	103	2.49329e+08	11978.3	47420.8
110	116	2.179e+08	17922.3	41320.8
110	53	5.57755e+08	17115.6	43354.2
110	56	5.64096e+08	8514.72	52877.7
110	38	5.61557e+08	20306.9	43386.2
134	101	3.41437e+09	7120.83	84900.5
110	171	2.30991e+09	11964.2	48584.9
110	180	2.26041e+09	11636	49144.7
50	71	1.14405e+09	13948.3	131369
110	93	2.29894e+08	19656.9	42835.5
142	181	1.53032e+09	64915.3	273873
194	160	3.27635e+09	37820.5	235733
110	1	5.2757e+08	2843.71	57351.1
36	7	1.39352e+09	15082.8	220421
104	147	1.47814e+10	23917.6	376739
110	19	5.9266e+08	10456.8	51333
156	27	1.21212e+10	14026	332185
110	16	5.55952e+08	19180.2	40208.2
110	136	2.21046e+09	3303.83	56514
160	176	1.77428e+09	22885.9	171172
110	13	5.40789e+08	16841.2	41154.2
110	76	2.4388e+08	3238.6	54581.3
112	90	4.04649e+08	22937	125529
192	142	1.30155e+10	56101.5	895408
50	12	6.32047e+08	23974.9	146750
111	111	0.0222053	42826.4	-3.63798e-12
134	123	1.26942e+08	5414.84	86555.1
111	138	1.24298e+09	4715.6	27845.9
160	4	2.5251e+09	76887.3	95028.7
111	148	2.04624e+09	5042.84	50832.9
50	107	1.06908e+09	19998.9	119235
111	114	3.01465e+07	16371.8	27098.3
111	141	1.33626e+09	5367.8	29643.8
36	17	6.2724e+08	38972.6	178017
111	43	3.41583e+08	8457.98	31604.5
111	113	1.52887e+08	14248.3	40362.5
193	208	1.78268e+09	97148.5	422892
111	153	1.23022e+09	5328.64	26572.1
50	14	7.82388e+08	32389.3	136391
111	211	1.27947e+09	11265.1	29511.3
21	130	1.95234e+10	55384	582147
134	149	2.31502e+08	32379.8	67849.8
160	77	5.60674e+09	34995.8	149281
111	186	1.46008e+09	14582.5	24375.8
5	26	1.94834e+09	36447	278019
62	133	2.97137e+10	80637.5	749125
111	74	5.91189e+07	11455.8	23333.5
194	50	7.28409e+09	14340.6	281892
111	106	6.13465e+07	3311.82	31516.8
50	181	4.19938e+09	38472.4	116038
111	18	3.85243e+08	18263.1	30123.1
111	132	1.43174e+09	11365	26662.4
127	0	1.81181e+10	48561.6	692135
36	135	6.41892e+09	15363.2	179519
85	17	1.35e+09	48762.4	356103
111	31	5.1124e+08	6155.25	52388.7
144	100	5.52277e+09	5448.23	137372
111	28	3.38079e+08	21059.1	22074.1
160	206	1.53569e+09	60300.5	105171
50	23	4.20505e+08	47070.3	128765
134	139	4.49815e+07	9505.91	74912
111	47	3.99073e+08	6688.51	35903.9
142	23	9.31824e+09	47853	312260
83	169	1.24393e+10	17574.9	411302
61	124	1.78572e+10	18952.1	629028
111	117	3.16126e+07	3194.25	28327.9
111	57	3.45842e+08	22037.2	22604.6
111	39	2.92189e+08	10890.6	23561.8
50	110	1.11001e+09	50360.3	113052
78	50	1.98502e+09	44951.4	356391
111	45	3.64087e+08	7407.33	38787.4
104	178	1.37428e+10	33892.1	322519
160	147	9.72405e+08	30830	130420
111	182	1.46434e+09	10079.4	28525.7
111	98	3.41969e+07	6216.72	25540.1
111	66	4.66698e+07	9602.59	20372.7
156	64	1.22143e+10	17919.3	322067
50	97	1.0539e+09	21434.6	139210
134	122	4.03173e+07	7409.48	68981.7
111	55	2.74751e+08	6767.71	25716.5
36	80	1.11318e+09	15823	194707
195	5	1.94034e+10	28047.6	652932
111	34	2.79914e+08	13842.3	24317.8
194	196	7.6926e+08	42169.6	215843
111	187	1.11892e+09	4864.98	24359.8
111	33	2.66794e+08	6634.98	25041
111	140	1.34215e+09	5428.43	29600.9
50	37	7.25214e+08	29717.4	130732
111	202	1.03644e+09	5736.8	25624.6
160	178	1.07831e+09	21962.3	95042.1
111	155	1.16956e+09	5247.86	24983.1
111	201	1.44371e+09	5160.72	39160.1
111	205	1.06419e+09	7513.39	24939.3
111	32	3.32653e+08	8580.23	27554
5	35	2.06169e+09	45490.6	256807
134	42	3.5066e+09	6561.54	93306.3
111	203	1.11617e+09	6442.79	27263.9
50	46	6.94156e+08	10648.7	139072
111	99	3.88546e+07	5684.17	26107.1
111	59	3.21196e+08	7935.21	25863.4
111	119	3.16708e+07	10095.6	18059.5
36	51	8.58125e+08	16440.1	211515
111	41	2.6787e+08	7352.64	23610.4
193	209	2.21892e+09	73358.7	438801
111	65	4.13335e+07	3222.23	25642
160	7	3.2207e+09	63636.6	105330
111	173	1.01104e+09	4768.33	21430.6
111	161	1.11343e+09	5136.39	23437
112	2	1.4857e+09	18267	161914
111	204	9.22178e+08	4936.72	23179.3
50	24	6.54403e+08	23985.1	120591
111	103	5.08149e+07	1250.34	24907.1
85	135	1.24524e+10	13129	369629
111	116	2.81392e+07	8757.9	17243.4
111	53	2.41412e+08	7125.02	20103
142	110	1.07107e+10	96124.5	251566
111	56	2.48971e+08	6458.58	21692.1
111	38	2.54924e+08	6530.06	23921.3
134	164	4.21403e+08	22530.4	82213.6
111	171	1.0721e+09	4944.71	22362.6
111	180	1.05424e+09	4582.85	22956.1
111	93	4.1388e+07	10359.6	18891.1
111	1	2.22574e+08	6929.09	20023.9
160	17	4.33914e+09	38496.6	111956
111	19	2.63223e+08	8635.55	19912.5
111	16	2.35289e+08	6561.31	19585.3
50	91	1.00255e+09	14300.3	113887
111	136	1.01035e+09	4780.46	21795.6
111	13	2.18962e+08	5491	19262.7
111	76	4.36285e+07	2376.98	22201.2
144	72	5.78085e+09	12412.6	139884
36	151	7.18173e+09	9859.11	196680
194	90	7.59478e+09	34724.3	218140
205	205	0.0100016	22078.9	-2.27374e-12
205	32	6.89744e+08	9459.93	16300.6
50	10	4.84205e+08	11035.3	136852
205	203	9.72869e+06	8211.14	15121.8
205	99	7.0312e+08	5261.41	16156.1
160	135	7.05859e+08	32969.3	95375.7
205	59	6.31118e+08	7808.52	15616.4
134	175	2.17016e+08	5734.5	76734.1
205	119	5.9343e+08	2799.92	14981.4
205	41	5.66159e+08	4555.28	16034
205	65	6.12594e+08	3170.75	15319.7
205	173	1.85954e+08	2359.31	13465.9
205	161	2.14687e+08	2580.39	15619.3
205	204	3.00544e+06	6204.32	11537.9
104	7	4.14169e+09	22589.4	385784
205	103	5.21898e+08	2336.43	13447.3
205	116	5.24469e+08	1779.02	13848.6
205	53	4.63092e+08	3733.43	13120.9
205	56	4.9297e+08	3721.82	14055.1
205	38	5.61952e+08	4248.82	15828.8
50	82	8.57449e+08	8590.24	122976
205	171	2.11833e+08	2367.96	14565.7
205	180	2.0544e+08	2690.33	14474.9
205	93	6.18141e+08	2617.92	16259
205	1	4.74751e+08	3423.94	13155.3
205	19	4.97054e+08	5074.15	13100.2
205	16	4.34585e+08	2178.56	13594.3
205	136	2.04797e+08	2819.6	13382.8
205	13	4.03351e+08	2936.64	11443.3
205	76	4.83057e+08	2905.18	11299.2
156	94	1.31769e+10	31018.9	324173
160	80	4.36115e+09	37979.3	106013
50	185	4.53932e+09	23063.1	116040
134	188	1.04664e+08	6606.47	72835.5
5	79	2.21773e+09	39568	272357
50	25	8.86158e+08	38310.3	128668
160	51	4.39459e+09	34204.5	127213
36	54	1.05311e+09	9326.95	223110
134	172	3.23884e+08	19593.1	70014.2
50	15	4.00592e+08	31717.1	113045
83	168	1.10723e+10	40023.6	390778
160	151	8.28727e+08	17664.6	122337
50	101	9.66165e+08	27491.3	116611
194	2	7.42587e+09	26164.5	258415
162	95	1.64943e+10	45936.5	582743
142	97	1.04766e+10	64496.6	280426
134	22	3.1743e+09	11902.5	77425.5
85	80	6.61589e+08	58022.1	340384
50	123	4.71914e+09	38983.7	105067
78	196	1.0548e+10	6945.91	356176
193	176	6.09213e+09	23229.5	510586
160	54	4.00253e+09	56763.8	109136
21	105	6.17729e+09	45491.1	524561
50	149	4.27385e+09	24965.7	127344
134	44	3.9228e+09	9145.97	97884.2
40	189	2.45734e+10	23613.9	965251
50	139	4.58373e+09	13405.7	123093
36	115	1.7012e+09	21436.8	194304
143	30	2.99894e+10	58078.3	895300
160	115	4.24661e+09	43338.9	105865
68	83	6.25625e+09	120070	982868
50	122	4.35681e+09	18798.1	109674
104	17	2.47891e+09	36808.3	353051
134	197	1.19845e+09	7373.18	88261.8
144	109	5.01541e+09	3783.07	122108
50	42	4.04988e+08	41292.7	110656
160	170	1.31523e+09	64923	93200.8
194	3	5.66968e+09	46785	246040
112	3	2.17005e+09	13257.3	175169
5	158	8.77717e+09	63316	226759
156	183	9.31899e+08	53675.4	314531
50	164	4.99104e+09	20318.8	136506
134	108	2.80942e+09	8208.27	67062.4
160	27	4.05512e+09	41654.9	97157.2
50	175	4.555e+09	13559.7	120989
50	188	4.44827e+09	13450.1	118072
142	37	1.07023e+10	62735.3	281992
165	58	2.05169e+10	136314	618538
160	64	3.91337e+09	45456	87132
134	184	8.47688e+07	4458.3	70696
85	51	3.13473e+09	62012.6	353818
50	172	4.13056e+09	19819	121869
36	170	5.573e+09	58024.6	166637
207	73	1.90556e+10	69967.6	704712
160	94	4.41567e+09	49554.7	98238.8
193	4	1.07598e+10	46405.5	465269
50	22	6.02893e+08	12579	128829
134	125	5.8471e+07	3697.29	66973.5
50	44	8.1082e+08	31656.9	127454
195	194	2.75154e+09	77816.2	598401
160	183	1.10128e+09	22056.8	138751
83	88	3.0147e+09	46344.7	355371
50	197	3.77008e+09	41362.4	106353
194	208	8.7803e+08	68062.2	213617
134	177	2.03754e+08	2952.24	68596.3
104	135	1.23308e+10	15483.9	352268
50	108	8.75947e+08	9581.93	117769
160	137	1.10073e+09	26905.2	118636
50	184	4.28293e+09	19408.2	107827
36	27	4.19271e+08	39800.5	165549
5	169	9.372e+09	18127.9	275643
134	152	1.68877e+08	3980.36	70601.2
160	71	3.65925e+09	46311.6	76326.2
50	125	4.19054e+09	4912.88	117838
144	8	6.10725e+09	24579	152601
50	177	4.23336e+09	3401.68	120227
160	12	4.1813e+09	67055.6	80990
61	157	1.72503e+10	28149.1	677970
78	90	9.89117e+08	65071.3	292902
134	63	3.56913e+09	19584.8	76694.7
85	151	1.43422e+10	9317.7	385097
156	137	8.48809e+08	59666.6	293274
50	152	4.29322e+09	14805.9	111856
160	107	3.56198e+09	30694.8	85860.3
142	46	1.05101e+10	45347.8	288650
6	156	3.75725e+10	77336.8	1.10468e+06
50	63	1.06579e+09	34924.2	113436
134	81	2.74005e+09	5197.88	67098.7
160	14	3.08719e+09	50432.3	95668.6
194	209	6.10782e+08	79218.1	194580
50	81	9.07177e+08	5964.78	118412
193	77	1.74528e+10	22853.7	501181
36	64	1.37372e+09	22988.3	176137
50	48	5.4759e+08	20423.9	110835
160	181	1.25791e+08	62987.6	68843.7
112	208	5.76383e+09	10869.9	166411
134	48	2.79825e+09	3096.66	76081.7
50	111	8.74923e+08	6409.62	123761
104	80	1.0273e+09	70747.2	312652
160	23	3.84796e+09	57802.3	95353.5
50	138	4.05838e+09	12464.2	107442
21	29	5.41721e+09	43595.7	563623
134	111	2.89466e+09	5687.55	72402.8
50	148	4.57449e+09	65512.9	77707.2
160	110	4.03887e+09	52403.8	88329.6
162	144	6.41385e+09	29923.5	499825
50	114	8.85056e+08	9339.96	121475
5	168	6.90802e+09	41273.8	254422
160	97	3.80099e+09	48635.5	89329.6
50	141	4.12652e+09	14505.8	107850
127	174	3.14808e+09	88407.1	630530
134	138	2.65395e+07	3026.89	64798.5
62	120	2.73344e+10	86748.8	699142
36	94	1.14217e+09	35526	178805
194	176	3.86741e+09	23103	272351
50	43	5.33947e+08	8393.03	119014
83	11	3.06858e+09	53815.6	366482
160	37	4.04964e+09	53085.7	84684.5
85	54	2.72616e+09	41940.5	378373
50	113	9.97637e+08	26529.8	115425
134	148	1.72349e+08	19184.3	71955.3
144	20	6.96075e+09	10228.4	176787
142	24	1.0485e+10	60393.1	268460
160	46	3.91821e+09	29259.3	97781.9
131	89	2.00489e+10	25845.8	676929
50	153	4.05561e+09	3859.32	115386
50	211	3.15326e+09	10269.8	117851
134	114	2.94366e+09	8017.61	70716.4
160	24	3.76356e+09	36143.8	85752.6
156	71	1.19671e+10	28218.4	301818
50	186	4.10848e+09	22483.9	103819
193	206	2.77969e+09	21549.6	483680
50	74	1.00699e+09	4686.97	117447
36	183	7.64782e+09	22594.7	204750
160	91	3.24958e+09	24598.7	80909.1
134	141	5.02303e+07	5623.08	64652.4
128	67	2.36567e+10	17701.2	765497
104	51	3.28613e+09	47478.2	353346
50	106	9.65083e+08	17725.1	104448
160	10	3.64236e+09	28176.9	97030.8
194	4	5.20046e+09	51249.5	222063
50	18	3.40724e+08	35606.5	100124
134	43	2.66004e+09	7331.23	67995.1
50	132	4.1301e+09	15629.6	109742
160	82	3.42647e+09	26756.6	82130.6
78	2	2.62971e+09	40524.8	349165
5	88	1.86101e+09	41917.2	224692
50	31	6.37733e+08	32348.8	113540
134	113	2.77377e+09	19722.9	70151.8
160	185	9.01709e+08	16789.8	99634.4
50	28	4.62024e+08	39921.5	90556.1
50	47	6.00206e+08	7656.78	122280
160	25	4.13342e+09	55383.2	88915.5
50	117	9.94142e+08	15363.2	103503
85	115	1.30349e+09	13879.9	389737
134	153	1.38465e+08	3304.87	63859.8
50	57	4.60861e+08	12625.9	119360
160	15	3.20101e+09	42657.1	79425.8
50	39	6.12373e+08	30073	91723.8
36	137	6.10582e+09	19441.4	192638
112	209	5.08669e+09	13173.6	156226
195	36	1.78992e+10	13804	627554
50	45	5.11268e+08	21152.3	112387
160	101	3.53714e+09	31299.4	90123.3
134	211	1.03066e+09	3971.57	72068.8
50	182	4.13745e+09	9546	116404
142	91	1.00332e+10	6082.93	306382
50	98	8.99058e+08	18431.2	100670
160	123	1.15865e+09	4671.61	116700
50	66	9.68996e+08	16322.5	100997
134	186	1.21153e+08	2709.27	71513
194	77	8.98652e+09	36670	249004
144	167	6.35972e+08	13219.1	151100
50	55	5.44465e+08	4929.98	114899
160	149	3.9395e+08	46924.4	82706.5
193	147	5.55362e+09	31136.5	469871
83	200	1.16209e+10	55306.5	406428
50	34	5.5134e+08	18784.3	106720
104	151	1.38968e+10	19753.1	359656
134	74	2.60963e+09	4295.24	65758
50	187	3.93683e+09	2673.42	113896
160	139	1.0651e+09	24711	89108.3
156	12	1.22887e+10	38091.5	317353
50	33	6.15483e+08	34661.9	84358.5
160	122	1.08308e+09	22453.5	83339.1
50	140	4.16761e+09	14356.6	108017
134	106	2.65624e+09	3577.54	66515
194	206	1.16607e+09	64535.7	202332
36	71	1.41276e+09	30891.4	158284
50	202	3.24374e+09	14893.3	103813
160	42	3.73082e+09	44610.8	84658.4
50	155	4.02591e+09	2692.25	114883
5	11	1.52817e+09	61033.4	224158
134	18	2.90621e+09	15876	67774.1
85	170	9.32146e+09	62608.9	349928
50	201	3.54766e+09	15883.9	115781
160	164	8.1553e+08	23008.2	111137
143	67	2.61638e+10	16981.6	826294
21	100	6.91309e+09	45248.5	514816
50	205	3.23704e+09	14830.9	104966
50	32	5.54755e+08	5307.83	118171
160	175	1.13554e+09	22617.6	89252.3
194	147	2.96731e+09	22973.5	239673
134	132	4.81921e+07	5876.04	67415.3
50	203	3.28605e+09	4580.5	116471
50	99	9.45258e+08	12548.8	106587
160	188	1.08498e+09	3535.78	105308
50	59	5.19882e+08	11004.4	110139
50	119	9.40424e+08	16680.4	98819.2
134	31	3.15406e+09	10410	83397.8
160	172	1.1649e+09	26524.7	92483.9
50	41	5.06153e+08	3659.56	114648
36	12	6.13103e+08	49047	165536
50	65	9.53215e+08	3580.41	112628
50	173	3.84939e+09	2510.43	111033
160	22	3.61871e+09	23735.4	94993.9
194	178	2.77412e+09	20360.6	198040
142	10	1.01016e+10	40385.3	291779
50	161	3.95917e+09	3129.15	112789
192	191	5.7826e+09	84727.9	802006
134	28	2.72729e+09	8166.49	70230.6
207	102	2.12561e+10	126996	675543
61	118	4.51962e+09	127347	557044
50	204	3.11728e+09	13622.7	101838
160	44	4.16713e+09	29211.2	107220
50	103	9.22311e+08	15673	97828.9
50	116	9.34592e+08	14666.5	98679.2
193	178	5.88906e+09	18351.5	438411
104	54	3.81541e+09	20654	384653
134	47	2.65537e+09	11543.4	66313
50	53	5.11031e+08	2748.29	111824
160	197	1.87076e+09	7360.13	117676
50	56	5.26105e+08	4880.99	110614
162	5	2.16414e+10	28171.9	634962
50	38	5.92525e+08	29416.7	88379.1
144	150	6.35591e+08	28158.3	132565
50	171	3.98234e+09	12988.8	101663
194	7	5.08074e+09	29969.8	240393
160	108	3.2902e+09	29676.5	74995.6
134	117	2.56851e+09	2817.22	63968.9
50	180	3.87204e+09	2245.47	112638
50	93	8.80182e+08	40418.4	76176.8
50	1	5.67404e+08	3726.18	110571
85	27	1.68789e+09	30572	362654
50	19	5.35351e+08	14295.1	101597
160	184	8.10145e+08	26549.5	78006.2
156	107	1.20625e+10	5369.44	318584
78	3	3.34819e+09	12431.9	385502
50	16	5.26756e+08	2507.8	110983
5	200	8.73417e+09	32083	294545
134	57	2.79117e+09	18087.1	61818.6
50	136	3.82907e+09	3135.04	110786
50	13	5.59814e+08	1187.07	110911
50	76	9.87825e+08	3359.21	108563
36	107	1.36393e+09	31385.7	151707
160	125	1.07471e+09	22606.1	77466
83	129	1.42171e+10	15426.4	421261
112	176	7.35042e+09	31014.3	160041
23	23	0.154613	134155	6.82121e-12
134	39	2.44279e+09	2596.07	67120.2
194	17	6.64286e+09	25237.5	226611
160	177	1.0524e+09	25435.3	75514.6
23	110	8.83681e+08	30965.4	90766.9
23	97	1.00478e+09	43414	75550
160	152	1.04516e+09	26882.7	77100.3
134	45	2.84965e+09	9151.96	72306.7
23	37	5.57011e+08	5493.39	113276
160	63	3.48354e+09	43361.3	82319.6
23	46	4.17964e+08	16296.2	91743.8
134	182	2.15315e+08	2888.56	70980.5
142	82	1.01111e+10	8401.98	307442
160	81	3.2046e+09	25414.4	76283.5
194	135	2.97574e+09	30986.1	198755
104	115	2.47239e+09	22072.8	366538
23	24	3.68807e+08	15693.2	87202.1
193	7	1.00675e+10	30280.4	478444
36	14	1.03986e+09	9820.66	202818
160	48	3.31844e+09	31148	77431.7
134	98	2.51384e+09	2282.68	64738.1
23	91	7.74183e+08	12801	73705.7
160	111	3.30861e+09	34927.9	72563.8
23	10	3.36371e+08	8471.13	97735.4
134	66	2.45455e+09	2726.08	62513.1
195	75	1.92375e+10	20383	587416
160	138	1.11599e+09	21725.2	75501.6
85	64	1.11271e+09	33803.8	353198
23	82	6.51568e+08	6527.49	83358.5
23	185	3.08851e+09	24356.2	73066.9
194	80	6.98447e+09	18384.2	227005
160	148	8.10758e+08	31215.4	89325.5
134	55	2.41537e+09	2387.9	65360.2
23	25	5.51478e+08	20566.7	104731
160	114	3.36107e+09	34417.7	73717.6
23	15	1.90108e+08	31606.7	71475
134	34	2.58179e+09	11420.7	62003.3
165	86	2.15215e+10	96822.6	607093
21	72	6.56342e+09	50635.6	518905
23	101	8.13902e+08	21653.2	80768.3
160	141	1.07461e+09	21982.3	77694.5
23	123	3.17629e+09	17022	85348.1
134	187	1.0795e+08	2388.71	62100
194	51	6.64696e+09	39954.3	222859
160	43	3.18714e+09	37350.3	67377.4
127	9	2.14129e+10	71633.5	673967
23	149	3.08424e+09	29180	81449.8
144	26	6.12991e+09	29988.8	151092
36	181	5.92866e+09	46401.7	151967
5	129	1.04357e+10	79689.9	221891
23	139	3.03798e+09	13780.7	81037.4
134	33	2.39847e+09	2545.59	64394.3
160	113	3.0329e+09	47282	71994
23	122	2.86513e+09	7842.23	78949.2
156	14	8.77378e+09	43771.3	309728
160	153	1.02488e+09	26190.4	70375.6
23	42	3.68518e+08	26803.3	83464.7
134	140	3.25748e+07	3284.08	67009.2
104	170	1.01882e+10	49153.4	348377
83	146	1.1334e+10	26643.4	395688
23	164	3.5822e+09	36304.8	78839.4
160	211	1.81085e+09	22989.8	82451.9
194	151	2.16019e+09	9142.18	232256
193	17	1.4344e+10	13405.1	476805
134	202	8.51678e+08	3812.38	62813
23	175	3.01359e+09	18454.9	74413.9
160	186	8.94777e+08	15969.7	87654
23	188	2.91982e+09	14026	75816.2
134	155	1.23391e+08	2786.21	62708.7
23	172	2.80826e+09	23422.1	76585.4
85	94	8.19565e+08	64292.7	337914
142	185	2.84589e+09	25515.6	297866
160	74	3.01751e+09	23550	75904.6
23	22	3.32855e+08	13154.1	86574
36	23	9.22919e+08	9879.04	209814
160	106	3.06835e+09	29044.4	70449.5
134	201	9.78672e+08	7881.54	71703.2
23	44	5.66569e+08	7868.2	109562
194	54	5.20083e+09	36963.9	230332
160	18	3.23787e+09	34793.1	78258.3
23	197	2.4872e+09	15387.4	90647.7
134	205	8.54568e+08	4591.08	63125.5
160	132	1.04157e+09	23505.1	79187.5
23	108	6.35349e+08	7208.91	78462
62	198	2.37055e+10	49801.7	816333
134	32	2.4686e+09	7284.99	64113.2
160	31	3.57159e+09	35749.5	87459.7
23	184	2.78825e+09	44663.9	40890.6
78	208	1.11902e+10	31887.4	354902
160	28	3.20572e+09	45390.7	62407.8
23	125	2.68117e+09	2743.62	78327.4
134	203	8.48089e+08	4295.43	64675.2
194	115	7.82595e+09	27797.3	222803
160	47	3.27038e+09	32795	74462.7
23	177	2.70663e+09	14321.7	67627
112	4	2.30477e+09	19519.3	149395
36	110	1.22845e+09	15102.8	192168
134	99	2.44056e+09	5406.27	61648.9
23	152	2.78045e+09	16495.9	68485.9
160	117	3.02216e+09	32656.2	63531.2
5	146	8.72638e+09	75911.7	211313
40	92	6.51816e+09	86496.3	793124
23	63	8.57725e+08	32737.3	73942.5
134	59	2.41068e+09	4376.62	64686
160	57	3.24025e+09	38694.3	70612.7
104	27	2.75017e+09	31308.8	346910
23	81	7.06961e+08	4207.14	78489.6
162	194	5.46985e+09	57950.9	600420
23	48	3.0267e+08	8773.58	80805
144	35	5.05056e+09	35573.1	133340
160	39	3.01232e+09	28056.3	71061.3
194	170	3.27328e+09	48839.5	210681
134	119	2.43145e+09	1764.01	61655
23	111	6.75108e+08	16441	72049.5
193	135	6.35708e+09	5980.03	462123
156	181	1.53004e+09	20290	318940
85	183	1.41548e+10	22814.5	392407
160	45	3.2761e+09	36999.6	73860.3
23	138	2.53823e+09	13854.7	64370.9
134	41	2.31474e+09	3516.18	62710.8
23	148	3.12513e+09	38233	63306.8
142	25	1.00045e+10	40914.1	310342
160	182	1.09264e+09	21697.7	81572.7
36	97	1.28112e+09	29398	175105
23	114	6.473e+08	7648.81	81485.4
134	65	2.42747e+09	2847.13	61281
83	160	1.08651e+10	39315.3	374107
160	98	2.89602e+09	32095	64327.1
23	141	2.61707e+09	14300.9	66374.8
23	43	3.08448e+08	14463.9	71262.7
194	27	6.35149e+09	19224.7	220984
134	173	1.84507e+08	1661.05	59801.8
160	66	2.89043e+09	21873.8	72766.8
61	70	3.78368e+09	63717.7	575627
23	113	7.49401e+08	23898.5	76376.4
160	55	2.98966e+09	28279	68870.5
134	161	1.88681e+08	2963.15	60874.2
23	153	2.5433e+09	8634.98	68929.9
23	211	1.99333e+09	9216.72	77223.8
5	160	8.20718e+09	108227	170089
160	34	3.09128e+09	33560.4	69265
134	204	8.06487e+08	2462.33	60917.6
23	186	2.66823e+09	23646.9	60975.6
21	109	7.3718e+09	32353.2	510783
160	187	1.0231e+09	21913.5	71976.5
36	37	5.53466e+08	53378.7	150929
23	74	7.67337e+08	10112	70341.4
134	103	2.3316e+09	2032.37	59389
160	33	2.97991e+09	28589.3	67752
23	106	7.53814e+08	18626.7	61866
134	116	2.35965e+09	1902.64	59362.6
160	140	1.11158e+09	22540	77154.6
23	18	2.45667e+08	27666.3	66384
160	202	1.68593e+09	22346.6	73680.1
104	64	2.35334e+09	35832.2	336163
134	53	2.19691e+09	2709.52	59782.4
195	199	3.52553e+09	63711.8	572645
23	132	2.66556e+09	14850.4	68841.1
