I	J	Score	Match	NoMatch
182	116	8.43006e+08	8395.4	13384.6
62	153	2.51886e+10	2458.71	632010
182	53	8.00003e+08	2885.32	20121.4
182	56	8.40832e+08	9593.13	14336.3
182	38	9.20552e+08	9330.97	16899.1
182	171	4.22518e+07	1986.51	21099.6
182	180	4.11694e+07	2367.47	20950.2
182	93	9.51184e+08	8632.87	16396.6
182	1	8.12403e+08	8304.1	14427.6
182	19	8.43582e+08	3915.97	20410.8
182	16	7.65186e+08	8282.46	13642.9
60	161	9.42689e+09	2216.54	244186
182	136	7.733e+07	2923.07	19431.7
127	66	1.74937e+10	2560.81	514890
182	13	7.24987e+08	10406.7	10125.7
182	76	7.9365e+08	3645.06	16711.8
16	16	0.0039898	9466.83	-7.95808e-13
16	136	3.49581e+08	1419.66	8476.67
16	13	2.78962e+06	799.009	7274.91
16	76	8.30369e+07	2512.9	5385.45
60	204	7.99322e+09	1966.11	243979
69	2	2.31501e+09	46398.3	225794
131	137	5.883e+09	87209.8	454643
60	103	1.24655e+09	6177.96	237809
166	71	8.08941e+09	41680.7	191891
192	109	2.114e+10	46398.2	679115
143	3	1.43995e+10	49314.4	647461
60	116	1.39622e+09	2021.47	241809
9	36	1.07033e+09	47341.1	341987
60	53	2.63e+09	2869.5	242188
207	110	1.75014e+10	47448.5	570194
127	55	1.60964e+10	2507.12	517452
62	211	2.25946e+10	10263.6	633080
60	56	2.65823e+09	12667.3	233313
40	150	2.11693e+10	25782.3	648746
60	38	2.31727e+09	5319.72	242961
60	171	9.52615e+09	3071.74	242065
69	3	3.21289e+09	37942.2	242495
166	12	7.85064e+09	29158.8	229821
60	180	9.26189e+09	2525.44	242843
128	208	8.08526e+09	23519.4	602033
165	7	1.17777e+10	40518.6	538721
127	34	1.59929e+10	34119.9	491515
60	93	1.28671e+09	2589.36	244490
6	70	8.96789e+09	125302	891059
68	120	2.87594e+10	109257	828247
60	1	2.4644e+09	1996.97	242785
62	186	2.28801e+10	42222.7	599303
60	19	2.54909e+09	4803.74	241573
166	107	8.05662e+09	4909.12	222580
60	16	2.63737e+09	20909.7	223066
131	71	1.89829e+10	13452.6	505496
60	136	9.12196e+09	3286.38	241119
127	187	4.13432e+09	2571.97	514128
60	13	2.6173e+09	10082.4	232500
60	76	1.36695e+09	7591.13	234816
69	208	7.62775e+09	41317.5	227975
9	75	3.04261e+09	22661.8	333107
207	97	1.92361e+10	64407.2	550467
166	14	5.70471e+09	57057.8	199977
62	74	5.99752e+09	16513.6	620843
127	33	1.62178e+10	2046.59	517105
143	208	8.61019e+09	18846.8	666783
35	35	0.116739	219009	1112.79
166	181	1.63237e+09	12126.4	230639
69	209	7.23064e+09	19412.5	241998
127	140	4.23781e+09	20344.2	502160
165	17	1.66384e+10	63406.1	497319
62	106	6.39456e+09	14259.2	623137
131	12	1.8608e+10	30664.3	513692
128	209	9.00498e+09	68165.9	549505
166	23	6.94622e+09	14130.2	249960
35	79	1.50892e+09	35765.5	193983
9	199	8.87094e+09	37239.5	347087
127	202	5.41196e+09	2543.78	516293
207	37	1.6885e+10	24340.5	590339
62	18	8.26585e+09	14053.2	636901
69	176	1.0349e+10	24669.1	258398
166	110	8.27336e+09	50469.9	201197
40	26	3.01288e+09	45523.6	649362
192	8	1.71619e+10	36276.8	740525
35	158	5.27103e+09	70217.3	137681
127	155	4.24302e+09	2925.54	514781
166	97	8.27967e+09	26480.2	222419
143	209	1.00073e+10	48001.7	629747
127	201	5.03013e+09	18733.5	513063
62	132	2.46151e+10	7218.42	633377
131	107	1.95257e+10	4810	508056
69	4	3.36383e+09	9667.98	251257
35	169	5.9743e+09	59124.1	152470
207	46	1.65868e+10	22021.2	581929
165	135	5.40459e+09	52543.1	486074
166	37	7.63013e+09	27233.3	221471
9	126	1.07665e+10	48996.4	283768
127	205	5.30547e+09	9868.74	510059
128	176	3.02159e+09	94785.1	544541
62	31	1.01675e+10	21794.3	639317
35	168	5.81861e+09	66951.4	146567
166	46	7.29362e+09	28205.3	209770
69	77	1.31373e+09	71845.3	201441
127	32	1.55776e+10	7981.01	515628
62	28	9.36407e+09	16155.4	629545
131	14	1.42564e+10	34965.3	507446
166	24	7.27491e+09	24462.1	208368
35	88	1.42991e+09	36313.4	148119
127	203	5.20321e+09	3655.57	517526
207	24	1.67642e+10	19789.2	579016
9	210	1.00291e+10	29948.9	379276
69	206	6.10916e+09	60513.1	193967
143	176	3.23861e+09	106698	592706
127	99	1.68744e+10	5149.11	514117
62	47	1.11471e+10	14956.5	630204
166	91	7.48337e+09	5100.97	211341
165	80	1.73492e+10	18836.6	535428
35	11	7.57156e+08	47334.9	155680
127	59	1.57817e+10	4617.41	516656
40	35	2.71735e+09	27970.8	654747
128	4	1.15911e+10	81062.6	536122
166	10	7.11762e+09	25762.4	210379
192	20	1.74014e+10	29408	757230
69	147	8.9034e+09	16335	233924
62	117	6.55822e+09	11510.1	622580
35	200	5.55123e+09	46802.6	197648
131	181	7.17534e+09	18019.9	510122
127	119	1.77926e+10	1990.95	513639
166	82	7.42461e+09	7565.45	212256
207	91	1.86249e+10	5582.54	576834
127	41	1.57105e+10	3185.11	515253
9	130	1.4002e+10	55261.7	342885
35	129	6.37785e+09	46439.8	172964
62	57	9.27386e+09	31153.3	616056
69	178	7.61064e+09	25946.4	180067
6	134	3.17774e+10	8768.07	936448
166	185	1.39834e+09	30061.6	197297
143	4	1.34791e+10	68212.8	609050
127	65	1.75955e+10	2215.23	514124
165	51	1.55464e+10	37076.8	534613
35	146	5.28979e+09	68447.3	136601
166	25	7.01512e+09	35717.7	219515
62	39	1.06985e+10	3843.04	633177
131	23	1.57384e+10	14229	535237
127	173	4.27083e+09	1414.79	512259
69	7	2.92613e+09	62853.7	195122
127	161	4.3028e+09	2494.88	513554
166	15	6.11022e+09	14368.2	218649
128	77	2.296e+10	62323	567223
207	10	1.63857e+10	17725.4	584391
35	160	4.44445e+09	66770.8	129368
62	45	1.10984e+10	23170.7	625592
9	105	2.93199e+09	49080.2	281587
127	204	5.31492e+09	2533.22	513058
69	17	1.84923e+09	24460.7	215001
166	101	7.86791e+09	31694.8	200662
35	50	9.89498e+08	83947.4	134871
127	103	1.75262e+10	1797.53	511835
62	182	2.55339e+10	12033.9	629139
131	110	1.84633e+10	11673.7	525370
166	123	1.25173e+09	33075.2	199230
35	196	4.21807e+09	34320.2	146278
143	77	2.63007e+10	46096	643528
40	79	4.17301e+09	18163.9	674181
127	116	1.78009e+10	1717.19	511759
165	151	5.40237e+09	35825.7	514448
69	135	7.15332e+09	14060.3	203294
62	98	6.53175e+09	9924.98	624400
192	167	1.06013e+10	50649.8	713291
207	82	1.78022e+10	7028.48	578768
166	149	1.61902e+09	51501.1	189064
68	198	2.15873e+10	24431.3	993317
127	53	1.56824e+10	3068.74	511635
35	90	1.55262e+09	46217.6	129232
9	29	1.38595e+09	53110.3	314724
166	139	1.6506e+09	32873.4	191880
127	56	1.59819e+10	26270.4	489356
69	80	6.4726e+08	62849.5	170152
62	66	6.26712e+09	10893.8	621649
35	2	8.91966e+08	81261.4	125904
127	38	1.59487e+10	2421.06	515506
128	206	8.21054e+09	56525.8	554214
166	122	1.46397e+09	6456.72	210270
131	97	1.83859e+10	24164.2	510112
127	171	4.51201e+09	2193.08	512589
35	3	5.60915e+08	73653	141758
62	55	1.18266e+10	2685.34	632367
166	42	7.22257e+09	24656.3	215547
69	51	2.11915e+09	35010.7	215416
207	185	8.29103e+09	5919.98	587413
127	180	4.20062e+09	10544.4	504470
35	208	4.81266e+09	42547.2	161718
9	100	2.84976e+09	37194.4	283486
165	54	1.32479e+10	33171.7	543000
163	142	9.07859e+09	133075	1.06636e+06
166	164	1.04522e+09	60031.3	185048
143	206	9.122e+09	27610.8	643207
62	34	7.71383e+09	11825.9	628902
127	93	1.74875e+10	2198.91	514527
35	209	4.50647e+09	49312.3	147072
69	151	8.21988e+09	32728.3	196282
127	1	1.6364e+10	1769.04	512659
166	175	1.17089e+09	50816.7	171987
62	187	2.49438e+10	2562.06	629230
35	176	6.43853e+09	53785.3	164254
131	37	1.82714e+10	19408.6	514672
127	19	1.55539e+10	3686.16	512337
128	147	2.81088e+09	56688.9	549830
166	188	1.44582e+09	16792.3	202985
127	16	1.58191e+10	2326.05	511296
40	158	2.11977e+10	23837	646658
207	25	1.35274e+10	20532.9	600675
35	4	5.94959e+08	65249.9	130648
69	54	2.39979e+09	36743.6	218165
62	33	1.10296e+10	2809.9	631434
127	136	4.10028e+09	23895.2	490156
192	150	1.17354e+10	53552.2	706793
9	72	2.68864e+09	39864.2	290292
166	172	6.2622e+08	49189.2	180753
127	13	1.60258e+10	1513.34	510716
127	76	1.78398e+10	2954.1	509099
35	77	1.57162e+09	74750.2	133509
62	140	2.52872e+10	2853.77	634743
165	115	1.57246e+10	100243	459233
69	115	1.56778e+09	16342.7	221870
166	22	7.06508e+09	23960.4	205703
35	206	3.86679e+09	78379.4	111074
143	147	2.40661e+09	72027.7	594569
131	46	1.84084e+10	3426.97	519925
62	202	2.37712e+10	2818.45	631111
166	44	7.48686e+09	24873.7	222492
35	147	5.28274e+09	46522.6	138709
207	15	1.32211e+10	14832.7	584159
6	190	1.90687e+10	119760	884478
69	170	6.45028e+09	53351	193782
9	109	2.79631e+09	31605.1	272146
166	197	2.24121e+09	23789.6	212181
128	178	4.58003e+09	3888.98	558384
62	155	2.53852e+10	2187.78	630611
35	178	4.43381e+09	32367.8	108619
166	108	7.31785e+09	8457.56	207148
69	27	1.9314e+09	21615.4	206206
35	7	4.5312e+08	70967.3	121982
62	201	2.36613e+10	8234.23	638654
131	24	1.84192e+10	1992.75	516214
165	170	3.86987e+09	92619.9	475776
35	17	7.54369e+08	32424.9	142010
166	184	1.3962e+09	26427.6	189062
207	101	1.8808e+10	17311.9	581020
62	205	2.3589e+10	23178.2	611842
174	174	0.310764	420096	3.75167e-11
69	64	1.26497e+09	28942.3	192655
143	178	4.51253e+09	2856.89	619494
35	135	4.60499e+09	42018	110309
9	8	1.71414e+09	59056.5	295983
166	125	1.53612e+09	4451.78	206554
40	169	2.09339e+10	17486.9	656704
62	32	1.16833e+10	7664.99	631037
35	80	1.29465e+09	28929.1	139045
166	177	1.24713e+09	8857.51	203026
192	26	1.57631e+10	48793.9	731908
131	91	1.86119e+10	4060.81	497758
69	94	1.28534e+09	69100.5	167702
128	7	1.35027e+10	42791.6	571444
35	51	8.23095e+08	30565.4	154834
62	203	2.3494e+10	3558.87	632716
166	152	1.31638e+09	3708.89	211208
207	123	6.61926e+09	11568.7	586712
165	27	1.5858e+10	37983.9	511101
35	151	4.90471e+09	44057.1	119927
166	63	7.98389e+09	27951.9	208663
62	99	5.62384e+09	7178.47	627180
69	183	8.74464e+09	37148.1	212669
9	20	1.16882e+09	60422.3	304453
35	54	9.2433e+08	35678.2	154204
143	7	1.55319e+10	46146.6	628167
166	81	7.46187e+09	5752.58	206879
62	59	1.18598e+10	3822.74	632544
35	115	1.71892e+09	27517.6	145668
69	137	7.09275e+09	20156.4	214394
131	10	1.82769e+10	21969.7	499549
166	48	6.89084e+09	29622.6	189891
174	9	1.46001e+10	47869.3	398891
62	119	6.5716e+09	13096.5	617626
207	149	8.79776e+09	34125.3	572415
35	170	4.42379e+09	50129.9	131976
166	111	7.42256e+09	5959.12	212467
128	17	2.041e+10	24986.6	570735
69	71	1.24623e+09	40219.4	171427
62	41	1.12989e+10	4046.58	629484
35	27	6.17741e+08	21523.9	141270
9	167	1.14407e+10	44076.6	298103
166	138	1.62246e+09	1830.33	206330
165	64	1.62269e+10	41574.7	501286
62	65	6.19807e+09	10803.6	620628
40	168	1.6626e+10	40077	636038
35	64	1.42532e+09	15502.6	141068
166	148	1.17221e+09	39746.8	191728
69	12	1.97646e+09	34435	202620
131	82	1.85944e+10	6313.9	498884
62	173	2.52899e+10	1723.21	627043
166	114	7.49784e+09	8299.06	210770
207	139	9.01936e+09	3429.31	587299
143	17	2.3528e+10	31899.5	623900
35	94	1.36249e+09	23807.3	147968
69	107	1.30816e+09	15993.6	189571
166	141	1.48812e+09	6746.38	203864
62	161	2.5535e+10	2020.23	629121
192	35	1.38904e+10	34566.8	733968
68	0	7.54073e+09	166850	840553
35	183	5.36563e+09	51040.2	133750
9	150	1.03391e+10	43176.2	295407
166	43	6.75215e+09	23896.8	191765
62	204	2.34997e+10	4249.49	626434
35	137	4.7191e+09	20360.4	149163
69	14	2.32537e+09	57957.3	177153
166	113	6.21887e+09	18759.7	211450
35	71	1.37655e+09	49588.5	97031.5
128	135	3.35326e+09	41049.7	532564
131	185	5.97033e+09	35563	477172
62	103	6.43032e+09	3136.62	625589
174	69	1.30168e+10	40910.2	344226
6	49	4.53055e+09	137094	950379
165	94	1.74019e+10	93348.7	464717
35	12	8.69284e+08	14318.1	157710
166	153	1.3248e+09	21228.6	186271
207	122	8.08034e+09	12152.3	570549
62	116	6.59782e+09	10310.8	618258
69	181	6.27734e+09	38598.4	182242
35	107	1.35264e+09	47678.2	92859.1
166	211	1.99402e+09	29767	186609
9	26	1.67919e+09	76340.4	282600
62	53	1.16534e+10	2716.2	627080
35	14	4.33079e+08	57378.7	112704
143	135	3.40109e+09	16389.2	617303
69	23	2.04949e+09	22801.7	219363
166	186	1.44309e+09	2133.48	212424
62	56	1.17549e+10	2362.86	628356
131	25	1.60015e+10	13362.2	527247
35	181	4.07684e+09	58888.1	96925.4
166	74	7.31574e+09	4337.61	206051
62	38	1.07082e+10	5718.28	627301
207	42	1.63859e+10	17387.3	588791
40	88	4.32339e+09	28503.1	618526
35	23	8.15073e+08	43670.5	133467
69	110	6.67721e+08	68221.7	161521
166	106	7.4815e+09	28915.2	181513
62	171	2.57952e+10	2057.73	627817
35	110	1.36388e+09	53405.8	111310
165	183	4.07626e+09	93638.9	477441
128	80	2.05206e+10	23091.5	566170
9	35	1.68727e+09	76170.2	270602
166	18	6.91221e+09	27730.8	196255
35	97	1.38442e+09	46165.5	115782
62	180	2.5087e+10	1730.7	628376
69	97	1.30361e+09	19585.1	207389
192	79	1.87057e+10	24566.6	753595
166	132	1.49748e+09	22689.3	190937
35	37	6.64924e+08	23149	138603
62	93	6.55118e+09	12252.9	619566
131	15	1.51806e+10	56823.5	461570
174	166	2.01616e+09	66308.4	340752
207	164	6.34093e+09	8857.38	602197
69	37	2.13436e+09	60176.5	166603
35	46	8.05255e+08	18320.4	132703
166	31	6.92732e+09	45193.3	188950
62	1	1.11915e+10	2086.25	627434
143	80	2.35829e+10	24969.8	624369
35	24	7.48486e+08	9112.44	136766
166	28	6.77566e+09	25226.4	193506
62	19	1.14027e+10	4101.55	627014
9	79	1.66729e+09	76448.6	279951
69	46	2.42716e+09	17039.7	199011
35	91	1.16839e+09	35634.8	93855.3
166	47	6.73684e+09	10748.3	207443
62	16	1.17222e+10	2578.25	626136
165	137	4.91216e+09	84578.1	471236
35	10	7.20897e+08	19430.3	129760
62	136	2.45979e+10	2168.1	626976
166	117	7.47165e+09	2587.74	204534
128	51	1.93219e+10	50169.4	556517
131	101	1.93299e+10	64102.1	453631
62	13	1.17312e+10	3991.04	623330
207	175	6.93256e+09	10931.5	577847
35	82	1.0737e+09	10598.4	122271
69	24	2.25847e+09	27433.5	183472
62	76	6.37391e+09	13767.8	613378
166	57	6.76489e+09	26168.2	194073
35	185	4.42749e+09	44111.4	96295
166	39	6.64419e+09	26603.8	183448
9	158	1.02256e+10	44533.4	290017
35	25	8.86842e+08	17670.6	150610
166	45	6.77094e+09	32868	188926
69	91	1.25113e+09	12502.1	182015
40	11	1.53271e+09	73315.8	592295
35	15	6.28036e+08	42601	103464
166	182	9.98681e+08	27541.6	186663
143	51	2.20596e+10	17768.5	648995
174	60	1.53362e+10	85054.4	364236
69	10	1.90075e+09	36376.5	177840
131	123	6.52495e+09	27325	490357
207	188	8.80767e+09	5705.01	580047
35	101	1.2924e+09	20499.3	124906
166	98	7.26445e+09	27401.1	179955
165	71	1.62597e+10	9300.86	523609
166	66	7.26186e+09	2512.93	203062
35	123	4.49725e+09	34537	110816
192	158	1.18145e+10	35466.5	720846
69	82	1.21417e+09	32017.4	165879
128	151	3.88899e+09	72242.5	513028
166	55	6.6389e+09	2203.78	205880
35	149	4.30453e+09	24588.9	129024
9	169	1.0324e+10	17663.2	320582
166	34	6.73284e+09	25687.1	188072
35	139	4.37703e+09	44244.4	93557
166	187	1.34577e+09	28028.3	176796
69	185	7.30676e+09	20571	184862
35	122	4.28492e+09	37724.1	92050.6
207	172	4.72378e+09	26328.2	569589
131	149	6.7298e+09	26696.5	499245
166	33	6.67611e+09	26346.5	180929
163	191	1.57839e+10	81475.3	1.05318e+06
35	42	6.84795e+08	30239.6	123012
166	140	1.63396e+09	3977.59	206651
69	25	2.58256e+09	27041.7	206266
143	151	3.30774e+09	36111.5	609237
0	0	0.30687	463617	-2.6148e-12
6	95	7.71133e+09	152139	894183
35	164	4.7704e+09	55990.4	102137
165	12	1.56834e+10	63371.4	494947
166	202	2.10955e+09	19882.7	187078
35	175	4.39349e+09	33393.8	102458
9	168	9.09915e+09	39086	301084
166	155	1.33621e+09	2378.51	203452
69	15	1.9938e+09	18857.1	192235
35	188	4.31289e+09	35950.6	96874.9
166	201	2.19317e+09	21473.2	198447
128	54	1.60782e+10	34026.4	577142
40	200	1.80554e+10	15456.5	691591
207	22	1.63328e+10	38674.9	556963
35	172	4.11246e+09	19603	123388
174	154	1.77431e+09	7157.69	262223
131	139	6.51866e+09	40404.3	469726
166	205	2.09255e+09	21597.6	186454
69	101	1.17048e+09	57024.1	153408
35	22	7.72877e+08	10561.8	132150
166	32	6.49891e+09	6922.5	204811
35	44	7.40403e+08	27731.3	132682
166	203	2.07628e+09	22995.9	186310
9	88	2.39478e+09	28478.7	282605
35	197	3.66934e+09	34678.7	114340
166	99	7.09546e+09	5088.61	202302
69	123	7.52396e+09	36263.8	174117
143	54	1.83098e+10	32919.9	638327
166	59	6.5277e+09	28785.1	180613
192	169	7.21667e+09	39511.7	720496
35	108	1.03881e+09	11389.1	117265
165	107	1.67842e+10	4839.01	521988
207	44	1.67161e+10	19141.8	594199
166	119	7.32149e+09	24831.6	178923
35	184	4.18213e+09	35709.2	92828.6
131	122	6.4889e+09	15860.8	486242
69	149	6.3048e+09	23372.8	195267
166	41	6.46926e+09	3372.96	203189
35	125	4.13361e+09	3760.96	120293
166	65	7.27612e+09	2621.39	201842
9	11	7.03284e+08	95393.3	234272
166	173	1.22595e+09	2744.2	199054
35	177	4.15814e+09	31667.4	93264.6
128	115	1.9929e+10	26832.1	567641
68	174	2.99268e+10	92306.1	893336
166	161	1.24274e+09	23922.6	180250
69	139	7.48679e+09	8874.5	193954
0	174	1.28421e+10	46061.9	395795
35	152	4.20152e+09	33630.5	94334.6
166	204	2.07574e+09	2166.86	201548
166	103	7.18595e+09	1491.29	200265
35	63	1.50351e+09	12227.7	137435
207	197	2.72936e+09	45833.5	556112
166	116	7.27992e+09	1410.77	200190
174	96	1.37192e+10	35072.8	359272
69	122	7.20419e+09	3305.6	191496
166	53	6.37016e+09	2602.74	200225
35	81	1.14583e+09	8069.03	117611
131	42	1.81997e+10	29755	495825
165	14	1.17552e+10	61090.8	495283
143	115	2.30124e+10	21798.9	632752
166	56	6.49781e+09	23863.6	179886
35	48	6.72307e+08	22223.8	110338
40	129	2.34563e+10	15522.3	666478
166	38	6.57504e+09	3115.3	202935
9	200	9.22576e+09	21755.4	349347
69	42	1.68446e+09	26099.1	192179
35	111	1.11795e+09	14782.9	116691
166	171	1.27263e+09	16371.2	186535
166	180	1.22884e+09	2373.04	200765
35	138	3.95408e+09	34450.6	86758.3
166	93	7.23068e+09	2879.29	201971
166	1	6.62098e+09	23217.2	179335
35	148	4.39125e+09	60909.8	83613.3
207	108	1.77642e+10	8407.28	573174
69	164	7.90262e+09	37921	185233
166	19	6.37308e+09	4410.57	199737
35	114	1.03157e+09	13725.2	118392
128	170	4.07297e+09	42177.3	561215
166	16	6.39632e+09	2031.22	199715
166	136	1.52627e+09	1633.75	200542
35	141	4.0339e+09	37609.1	86049.9
166	13	6.44461e+09	1244	199109
131	164	5.89955e+09	59931.4	470525
166	76	7.27235e+09	2627.81	197550
9	129	1.18926e+10	28414.4	317641
69	175	7.49682e+09	37134.5	163745
35	43	7.31633e+08	12268.8	116441
165	181	5.65499e+09	59957.2	482147
35	113	1.08724e+09	39294.8	103963
192	168	1.16893e+10	100740	661192
143	170	4.4253e+09	18387.4	645083
69	188	7.35238e+09	14575.4	183277
35	153	3.99642e+09	30837.8	89710.4
207	184	8.68049e+09	19445.9	562019
35	211	3.17652e+09	10071.4	119353
26	26	0.184346	244456	4.88853e-12
0	9	2.13119e+09	75010.6	393510
35	186	4.01683e+09	40273	87332.8
69	172	6.62337e+09	18194.4	189823
9	146	1.01393e+10	36018.8	295681
174	121	1.2293e+09	112083	279085
131	175	6.69561e+09	22458.4	485722
35	74	1.2428e+09	10555.4	112881
35	106	1.17995e+09	41850.3	81625.8
128	27	1.98929e+10	25258.2	558823
69	22	2.2749e+09	14814.8	192924
35	18	7.37046e+08	15817.9	121216
26	35	6.44376e+08	71143	161146
165	23	1.35795e+10	14091.4	549337
35	132	4.04024e+09	41651.7	85023.2
40	146	2.10405e+10	26870.9	640774
35	31	6.66053e+08	28516.7	118675
9	160	9.59778e+09	40489.9	282300
6	144	3.23501e+10	49260.3	898131
207	125	8.76833e+09	4341.42	572640
69	44	2.37464e+09	13405.6	212035
35	28	6.02499e+08	15477.5	116303
143	27	2.2943e+10	30949	613210
35	47	6.71818e+08	15330.3	115910
26	79	1.26512e+09	76843.9	165072
131	188	7.03614e+09	23800.5	481354
35	117	1.23876e+09	5746.73	114423
69	197	6.39895e+09	29341.7	184704
35	57	6.38664e+08	21105.6	112184
35	39	5.90371e+08	10775	112325
35	45	7.33201e+08	21629.8	113212
9	50	1.74117e+09	45114	300356
165	110	1.54877e+10	42493.8	508512
69	108	1.23717e+09	31308.6	162373
26	158	6.37839e+09	64201.4	155865
35	182	4.08851e+09	37425.2	89827.4
35	98	1.18675e+09	12781.2	107623
207	177	8.43485e+09	3379.27	574480
0	69	3.1354e+09	32745.9	374150
128	64	2.03294e+10	26235.7	551621
35	66	1.20442e+09	13092	105531
69	184	7.03916e+09	7096.7	186468
35	55	7.69845e+08	3604.15	117528
131	172	5.87013e+09	63105	452214
35	34	5.93362e+08	16851.6	109956
26	169	6.76258e+09	18201.1	205560
192	88	1.96701e+10	28519.4	704326
174	179	3.61511e+09	51315.9	355219
35	187	3.8695e+09	34877.3	82994.9
143	64	2.33708e+10	34561.8	603373
69	125	7.01838e+09	3165.33	185916
9	196	8.41801e+09	7745.91	299504
35	33	6.26674e+08	13781.7	106542
35	140	4.03206e+09	37450.3	86226.5
35	202	3.22992e+09	32821.2	87187.7
69	177	7.07576e+09	2247.44	187712
35	155	3.94418e+09	33447	85431.4
207	152	8.57878e+09	4247.41	576645
40	160	2.10627e+10	24292.6	634443
165	97	1.5395e+10	50874.4	497363
26	168	6.02526e+09	41584.4	184102
35	201	3.5035e+09	35602.8	97365.5
35	205	3.22941e+09	33293.6	87806.5
131	22	1.81479e+10	20877.6	494162
35	32	7.05689e+08	6599.32	118182
69	152	7.17178e+09	15056.2	177936
35	203	3.28355e+09	6376.97	115977
9	90	2.28294e+09	67828.4	234273
35	99	1.18419e+09	35416.1	85022.6
35	59	7.44883e+08	4837.14	117609
26	88	1.16876e+09	38016.2	158584
128	94	2.15444e+10	27314.2	565748
35	119	1.17975e+09	45180.6	71621.9
69	63	1.07634e+09	43851.4	170839
35	41	6.7029e+08	5982.57	113628
35	65	1.18536e+09	6122.39	111389
35	173	3.80508e+09	2513.11	112333
35	161	3.91642e+09	2422.13	114799
207	63	1.90965e+10	42614.9	559975
35	204	3.11011e+09	29157.6	87605.8
143	94	2.47346e+10	24308.8	628832
35	103	1.13621e+09	9556.72	105248
69	81	1.25603e+09	5761.78	184945
26	11	6.61368e+08	16881.1	198301
9	2	8.69461e+08	61980.1	271837
131	44	1.85619e+10	24207.2	508535
35	116	1.18238e+09	6666.52	107982
35	53	7.30614e+08	2532.17	113343
165	37	1.55528e+10	83866.2	464176
35	56	7.55766e+08	3441.17	113357
35	38	6.01507e+08	9191.79	109907
0	166	1.05797e+10	66582.7	362238
69	48	2.10075e+09	11403.1	186186
35	171	3.91723e+09	31413.5	84541.3
174	124	1.77373e+09	40543.4	305962
35	180	3.81329e+09	42598.1	73588.3
35	93	1.09256e+09	6844.94	111053
35	1	7.0601e+08	10697	104903
26	200	6.26753e+09	53322.6	203296
35	19	6.8073e+08	5130.19	112065
35	16	7.29622e+08	2656.17	112138
35	136	3.75169e+09	29589.5	85634
69	111	1.16523e+09	31768.8	164732
35	13	7.3588e+08	2071.5	111330
35	76	1.21484e+09	6726.45	106499
9	3	2.84688e+09	27972.2	314090
207	81	1.86473e+10	4228.44	574378
170	170	0.121156	144091	-5.00222e-12
69	138	6.91675e+09	2453.84	183782
192	11	1.75098e+10	38574.4	712853
131	197	7.27538e+09	46836.3	474511
26	129	7.60491e+09	92852.2	138719
128	183	3.10541e+09	113626	492451
170	27	3.34249e+09	37152.1	87627
40	50	3.93473e+09	29078.5	652336
143	183	3.11127e+09	83096.6	583058
165	46	1.62869e+10	35447.9	501866
170	64	3.20583e+09	38897.6	79657.4
69	148	7.32979e+09	21041.2	188509
9	208	9.22686e+09	46116.4	284800
170	94	3.62546e+09	53183	80577.4
26	146	6.39924e+09	69526.3	147690
68	9	8.37571e+09	48816.3	963490
69	114	1.22958e+09	33443.5	163701
207	48	1.61722e+10	7180.17	578309
170	183	7.83424e+08	53102.1	93672.5
170	137	7.32258e+08	41744.3	89764.3
131	108	1.84848e+10	7436.69	493546
69	141	6.98378e+09	15247.2	173439
170	71	3.12981e+09	52056.5	56548.3
26	160	5.66359e+09	61626	146681
6	5	4.63784e+09	148867	931910
170	12	3.48595e+09	59941.9	74070.6
9	209	8.0532e+09	15169.1	307866
0	60	3.27245e+09	60820.1	410231
69	43	2.10244e+09	16177.7	177559
174	157	1.31364e+09	80320.3	324324
170	107	3.12685e+09	50055.6	52466.4
165	24	1.63399e+10	39892.9	492276
143	137	2.94244e+09	69147.6	581741
170	14	3.07853e+09	50768.1	81299.8
128	137	2.89727e+09	71868.3	518942
26	50	7.25208e+08	61453.2	169533
207	111	1.80212e+10	5871.95	578529
69	113	1.36597e+09	8397.9	199887
170	181	8.38641e+08	54876.4	62921.8
170	23	3.48869e+09	43178.2	95944.5
131	184	6.5411e+09	35552.9	465313
9	176	1.25626e+10	35010.9	309680
69	153	6.86959e+09	2591.68	182983
170	110	3.62341e+09	42609.2	84091.1
26	196	4.89192e+09	32696.7	160069
170	97	3.21909e+09	55755.9	68176.2
40	196	1.87747e+10	6913.21	636282
163	189	1.38179e+10	169716	1.15289e+06
69	211	5.67155e+09	8857.8	185593
170	37	3.32969e+09	44814.3	78922.9
26	90	1.32176e+09	38821	148796
192	200	3.99539e+09	183601	609263
170	46	3.25536e+09	48640.1	64368.1
207	138	8.72807e+09	1948.31	572188
170	24	3.18711e+09	46985.6	60877.7
69	186	6.84098e+09	20602.5	172030
9	4	2.67114e+09	17792.2	304757
170	91	2.91931e+09	49960	41514.8
131	125	6.88905e+09	30844.7	465538
170	10	3.11436e+09	55782.6	55392.1
165	91	1.58747e+10	4851.28	510929
26	2	7.52874e+08	47591.9	171741
69	74	1.23554e+09	35405	153059
170	82	3.12109e+09	37720.5	57133.6
143	71	2.3347e+10	10369	617616
128	71	2.02293e+10	42456.1	525451
170	185	6.25215e+08	21537.6	80853.6
170	25	3.44639e+09	51919.9	78345.7
69	106	1.26941e+09	9553.66	178949
174	118	1.22986e+10	49905.3	333011
26	3	1.30407e+09	66398.3	161180
