"stratum","target","n_L","n_R","n_samples","frac_L","frac_R","mean_L","mean_R","median_pos_L","median_pos_R","p_presence","p_magnitude","direction","p_presence_BH","p_magnitude_BH"
"IDM_251637","ASt",44,32,1,0.0227272727272727,0.03125,0.00149805092299267,0.00198052369215944,0.0659142406116773,0.0633767581491022,1,0.849546785201283,"R>L",1,0.849546785201283
"IDM_251637","AON/TTv",44,32,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDM_251637","EA",44,32,1,0,0.03125,0,0.00338356725637685,NA,0.108274152204059,0.421052631578947,0.251814247797157,"R>L",1,0.440674933645024
"IDM_251637","APir",44,32,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDM_251637","LaD",44,32,1,0,0.125,0,0.0133139516293826,NA,0.104552120425755,0.0280286053898167,0.0173652640717492,"R>L",0.560572107796333,0.243113697004488
"IDM_251637","LaV",44,32,1,0,0.0625,0,0.00485130333470259,NA,0.0776208533552414,0.174035087719298,0.0988690143118424,"R>L",0.870175438596492,0.346041550091448
"IDM_251637","PR-RI",44,32,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDM_251637","EGP",44,32,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDM_251637","IGP",44,32,1,0,0.03125,0,0.00388599403286129,NA,0.124351809051561,0.421052631578947,0.251814247797157,"R>L",1,0.440674933645024
"IDM_251637","B",44,32,1,0.0227272727272727,0,0.000565307991264542,0,0.0248735516156399,NA,1,0.408717432922922,"L>R",1,0.520185823720083
"IDD5_plus_IDM","Ce",77,62,1,0.038961038961039,0,0.00270675517214227,0,0.066612184141207,NA,0.253362527369409,0.11945283174839,"L>R",0.844541757898029,0.298632079370975
"IDD5_plus_IDM","BM",77,62,1,0,0.032258064516129,0,0.00233968622605655,NA,0.0725302730077531,0.197164007924096,0.116076047206203,"R>L",0.844541757898029,0.298632079370975
"IDD5_plus_IDM","BLD",77,62,1,0.025974025974026,0.0161290322580645,0.000419212700398547,0.000472605781858896,0.0161396889653441,0.0293015584752516,1,0.69863447735918,"R>L",1,0.715736845600137
"IDD5_plus_IDM","BLI",77,62,1,0,0.032258064516129,0,0.00445969223352873,NA,0.138250459239391,0.197164007924096,0.116076047206203,"R>L",0.844541757898029,0.298632079370975
"IDD5_plus_IDM","BLV",77,62,1,0,0.0161290322580645,0,0.0015568329329648,NA,0.0965236418438175,0.446043165467626,0.27135452472855,"R>L",0.892086330935252,0.370028897357113
"IDD5_plus_IDM","AA",77,62,1,0.025974025974026,0.0161290322580645,0.000884614105108352,0.000830078913090391,0.0340576430466716,0.0514648926116043,1,0.711135730175071,"L>R",1,0.715736845600137
"IDD5_plus_IDM","Pir",77,62,1,0,0.0161290322580645,0,0.000818302624319053,NA,0.0507347627077813,0.446043165467626,0.27135452472855,"R>L",0.892086330935252,0.370028897357113
"IDD5_plus_IDM","Me",77,62,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_plus_IDM","STIA",77,62,1,0.038961038961039,0,0.00191063408826253,0,0.0489278112880566,NA,0.253362527369409,0.11945283174839,"L>R",0.844541757898029,0.298632079370975
"IDD5_plus_IDM","PaL",77,62,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_plus_IDM","ASt",77,62,1,0.0649350649350649,0.0806451612903226,0.0043417280893578,0.00782748514065979,0.0659142406116773,0.0633767581491022,0.751706935202631,0.715736845600137,"R>L",1,0.715736845600137
"IDD5_plus_IDM","AON/TTv",77,62,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_plus_IDM","EA",77,62,1,0,0.0161290322580645,0,0.00174635729361386,NA,0.108274152204059,0.446043165467626,0.27135452472855,"R>L",0.892086330935252,0.370028897357113
"IDD5_plus_IDM","APir",77,62,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_plus_IDM","LaD",77,62,1,0.012987012987013,0.0967741935483871,0.000521680479153068,0.00980734639549146,0.0401693968947862,0.104552120425755,0.0447218347734002,0.0235575505096001,"R>L",0.844541757898029,0.298632079370975
"IDD5_plus_IDM","LaV",77,62,1,0,0.032258064516129,0,0.00250389849533037,NA,0.0776208533552414,0.197164007924096,0.116076047206203,"R>L",0.844541757898029,0.298632079370975
"IDD5_plus_IDM","PR-RI",77,62,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_plus_IDM","EGP",77,62,1,0.012987012987013,0,0.000688016650440394,0,0.0529772820839103,NA,1,0.377315447097074,"L>R",1,0.471644308871343
"IDD5_plus_IDM","IGP",77,62,1,0,0.0161290322580645,0,0.00200567433954131,NA,0.124351809051561,0.446043165467626,0.27135452472855,"R>L",0.892086330935252,0.370028897357113
"IDD5_plus_IDM","B",77,62,1,0.025974025974026,0,0.00100021100243159,0,0.0385081235936161,NA,0.502241684912939,0.206470657364409,"L>R",0.913166699841708,0.370028897357113
"IAL_combined","Ce",21,117,3,0.0476190476190476,0.0170940170940171,0.00204865607568767,0.00108853581419936,0.043021777589441,0.0636793451306625,0.392979819665092,0.398246732527485,"L>R",0.87328848814465,0.726979183762703
"IAL_combined","BM",21,117,3,0,0.0170940170940171,0,0.0012055632481875,NA,0.0705254500189689,1,0.557196953821339,"R>L",1,0.726979183762703
"IAL_combined","BLD",21,117,3,0.142857142857143,0.0170940170940171,0.0090564426479191,0.00115560767906641,0.0469659838142341,0.0676030492253851,0.0251437103875214,0.00508828756525123,"L>R",0.251437103875214,0.045794588087261
