"stratum","target_region","mean_L","mean_R","n_L","n_R","LI","p_wilcox","p_BH","significant","abs_LI","direction","receipt_class"
"all_neurons","ACC@L3",0.00402976447663984,0,121,185,0.999997518471553,0.0130712629693994,0.0784275778163965,FALSE,0.999997518471553,"L > R","one_side_only_or_extreme"
"all_neurons","dlPFC@L3",0.000663357160724581,0,121,185,0.999984925391861,0.218766933063359,0.291689244084479,FALSE,0.999984925391861,"L > R","one_side_only_or_extreme"
"all_neurons","MMid@L3",0,0,121,185,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
"all_neurons","PHy@L3",0.000796084260543452,0,121,185,0.999987438673414,0.218766933063359,0.291689244084479,FALSE,0.999987438673414,"L > R","one_side_only_or_extreme"
"all_neurons","PrT@L3",0.000579083014829555,0,121,185,0.999982731616953,0.218766933063359,0.291689244084479,FALSE,0.999982731616953,"L > R","one_side_only_or_extreme"
"all_neurons","DMid@L3",0.000845110523052831,0,121,185,0.999988167368171,0.218766933063359,0.291689244084479,FALSE,0.999988167368171,"L > R","one_side_only_or_extreme"
"all_neurons","GThal@L3",0.00207897441923572,0,121,185,0.999995189959142,0.0319664129730506,0.111149352243286,FALSE,0.999995189959142,"L > R","one_side_only_or_extreme"
"all_neurons","belt@L3",0.00814270026889568,0,121,185,0.999998771907673,0.00017243659707411,0.00176771510889351,TRUE,0.999998771907673,"L > R","one_side_only_or_extreme"
"all_neurons","area_8A@L3",0.000947150429643273,0,121,185,0.9999894421265,0.218766933063359,0.291689244084479,FALSE,0.9999894421265,"L > R","one_side_only_or_extreme"
"all_neurons","MST@L3",0.000908769381873023,0,121,185,0.999988996229228,0.218766933063359,0.291689244084479,FALSE,0.999988996229228,"L > R","one_side_only_or_extreme"
"all_neurons","STGc@L3",0.00408456334953092,0.000620955955840641,121,185,0.736071793185184,0.0629705170004711,0.166506798181177,FALSE,0.736071793185184,"L > R","bilateral_receiving"
"all_neurons","LMid@L3",0.00220089574514288,0,121,185,0.999995456416059,0.0319664129730506,0.111149352243286,FALSE,0.999995456416059,"L > R","one_side_only_or_extreme"
"all_neurons","DMed@L3",0.000324809105115877,0,121,185,0.99996921363355,0.218766933063359,0.291689244084479,FALSE,0.99996921363355,"L > R","one_side_only_or_extreme"
"all_neurons","core@L3",0.00146761411461039,0,121,185,0.999993186266224,0.0319664129730506,0.111149352243286,FALSE,0.999993186266224,"L > R","one_side_only_or_extreme"
"all_neurons","med_OFC@L3",0.00237519285348413,0,121,185,0.999995789833283,0.0319664129730506,0.111149352243286,FALSE,0.999995789833283,"L > R","one_side_only_or_extreme"
"all_neurons","V4@L3",0,0,121,185,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
